OBJECTID,API,WellName,ZoneStatus,YearDrilled,DateSpud,CompletedDate,ProducingL,ProposedGI,FirstProdD,WellboreSt,SpudReleas,Operator,FieldName,FormationN,Elevation,TD,MD,HasIP,BEG_Core,BEG_Logs,HasCoreRep,HasLogs,HasMudLog,HasResisti,HasPorosit,HasSonic,HasDipMete,HasGammaRa,HasGR_SP,HasDirecti,HasDrillin,HasComplet,HasW1,HasW2,HasHz,IPBBLOil,IPMCFGas,IPBBLWater,PerfTop,PerfBottom,Tops,WebDetailL,CoreReport,LogsLink,Directiona,DrillingLi,Completion,W1Link,DateEffect,W2Link,Cumulative,Cumulati_1,County,BlockNbr,SectionNbr,Direction,Latitude,Longitude
25958,4247530593,"UNIVERSITY ""18-6"" - 2-U",Plugged and Abandoned,1973,7/12/1973,12/19/1973,,,1/11/1974,OIL,,SIANA OIL & GAS,"WAR-WINK, S.",FUSSELMAN,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,0,105,0,19796,20407,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25959,4247530593,"UNIVERSITY ""18-6"" - 2-U",Plugged and Abandoned,1973,7/12/1973,12/19/1973,,,1/11/1974,OIL,,SIANA OIL & GAS,"WAR-WINK, S.",FUSSELMAN,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,0,105,0,17334,17574,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25960,4247530593,"UNIVERSITY ""18-6"" - 2-L",Plugged and Abandoned,1973,12/17/1973,12/17/1973,,,1/14/1974,OIL,,SIANA OIL & GAS,"WAR-WINK, S.",ELLEN.,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,0,22300,0,19796,20407,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25961,4247530593,"UNIVERSITY ""18-6"" - 2-L",Plugged and Abandoned,1973,12/17/1973,12/17/1973,,,1/14/1974,OIL,,SIANA OIL & GAS,"WAR-WINK, S.",ELLEN.,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,0,22300,0,17334,17574,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25962,4247530593,"UNIVERSITY ""18-6"" - 2",Non Producing,2003,11/10/2003,12/19/2003,,,12/19/2003,OIL,,SIANA OIL & GAS,"WAR-WINK, S.",WOLFCAMP,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,0,8,0,12224,12434,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25963,4247530593,"UNIVERSITY ""18-6"" - 2",Producing,2005,12/1/2005,12/1/2005,,,12/1/2005,OIL,,OASIS PETROLEUM PERMIAN LLC,"WAR-WINK, S.",WOLFCAMP,2760,20670,,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,31,50,6,11194,13140,,http://utlands.utsystem.edu/API/4247530593,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30593/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261377,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530593/261379,8/10/2005,,64789,58014,Ward,18,06,990  FNL & 990 FWL,31.617700576782200,-103.246932983398000
25964,4247530605,STATE GAS UNIT B-1 -,Plugged and Abandoned,1973,9/10/1973,3/1/1974,,,3/15/1974,PAG,,TEXACO INC.,CAPRITO,ELLENBURGER,2705,18500,,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,0,10764,0,17977,18431,,http://utlands.utsystem.edu/API/4247530605,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30605/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530605/261397,,,00000000,,,,Ward,18,15,2640  FNL & 1320 FEL,31.556093215942300,-103.231651306152000
25965,4247530605,STATE GAS UNIT B-1 -,Plugged and Abandoned,1978,12/1/1978,5/31/1979,,,5/31/1979,PAG,,TEXACO PRODUCING INC.,CAPRITO,ATOKA,2705,18500,,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,0,2700,0,13345,13375,,http://utlands.utsystem.edu/API/4247530605,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30605/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530605/261397,,,00000000,,,,Ward,18,15,2640  FNL & 1320 FEL,31.556093215942300,-103.231651306152000
25966,4247530608,"UNIVERSITY 10-18 ""B"" - 2",Producing,1973,9/8/1973,3/26/1974,,,3/26/1974,OIL,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2817,13118,,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,0,2300,0,11866,12908,,http://utlands.utsystem.edu/API/4247530608,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30608/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530608/293528,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530608/261413,8/23/1973,,53141,96780,Ward,18,10,2600  FNL & 1500 FWL,31.623310089111300,-103.265136718750000
25967,4247530614,7211 JV-S BLOCK 16 - 2,Plugged and Abandoned,1973,12/29/1973,5/29/1974,,,5/29/1974,PAGO,,ABRAXAS PETROLEUM CORPORATION,BLOCK 16,DEVONIAN,2595,14500,,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,,,,,,,http://utlands.utsystem.edu/API/4247530614,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30614/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261448,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261453,9/21/2001,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261454,2744,8984,Ward,16,33,990  FSL & 1320 FWL,31.506664276123000,-103.115318298339000
25968,4247530614,7211 JV-S BLOCK 16 - 2,Plugged and Abandoned,2001,9/17/2001,9/17/2001,,,9/17/2001,PAGO,,ABRAXAS PETROLEUM CORPORATION,BLOCK 16,PERMO PENN,2595,14500,,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,28,39,0,11076,11430,,http://utlands.utsystem.edu/API/4247530614,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30614/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261448,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261453,9/21/2001,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261454,2744,8984,Ward,16,33,990  FSL & 1320 FWL,31.506664276123000,-103.115318298339000
25969,4247530614,7211 JV-S BLOCK 16 - 2,Plugged and Abandoned,2001,2/28/2001,5/7/2001,,,5/7/2001,PAGO,,ABRAXAS PETROLEUM CORPORATION,"BLOCK 16, SW.",PERMO-PENN,2595,14500,,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,N,0,30,0,11076,11430,,http://utlands.utsystem.edu/API/4247530614,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30614/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261448,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261453,9/21/2001,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530614/261454,2744,8984,Ward,16,33,990  FSL & 1320 FWL,31.506664276123000,-103.115318298339000
25970,4247530617,WEST CAPRITO UNIT - 3,Producing,1973,11/7/1973,4/30/1974,,,7/13/1974,GAS,,"CHEVRON MIDCONTINENT, L.P.",CAPRITO,MISS.,2685,15425,,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,0,9,0,14494,14514,,http://utlands.utsystem.edu/API/4247530617,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30617/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530617/261473,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530617/261474,10/26/1973,,0,88816,Ward,18,01,1980  FNL & 1980 FEL,31.547863006591700,-103.212989807128000
25971,4247530623,"Univeristy ""5"" - 2",Plugged and Abandoned,1973,12/28/1973,9/24/1974,,,00000000,DA,,U. S. CONSOLIDATED OPERATING CO.,WILDCAT,7C,2739,21800,,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,,,,,,,http://utlands.utsystem.edu/API/4247530623,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30623/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530623/261479,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530623/261481,10/26/1982,,,,Ward,18,05,1320  FNL & 1320 FWL,31.603271484375000,-103.240417480468000
25972,4247530626,UNIVERSITY 11-18 - 1,Producing,1981,3/18/1981,4/30/1981,,,4/30/1981,OIL,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2796,21000,,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,536,563,28,12098,12426,,http://utlands.utsystem.edu/API/4247530626,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30626/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261490,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261503,,,00000000,,56524,56286,Ward,18,11,1867  FNL & 1867 FEL,31.613000869750900,-103.254814147949000
25973,4247530626,UNIVERSITY 11-18 - 1,Producing,1981,3/18/1981,4/30/1981,,,4/30/1981,OIL,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2796,21000,,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,536,563,28,11237,11288,,http://utlands.utsystem.edu/API/4247530626,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30626/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261490,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261503,,,00000000,,56524,56286,Ward,18,11,1867  FNL & 1867 FEL,31.613000869750900,-103.254814147949000
25974,4247530626,UNIVERSITY 11-18 - 1,Plugged and Abandoned,1974,1/1/1974,9/23/1974,,,9/23/1974,OIL,,GETTY OIL CO.,"WAR-WINK, S.",FUSSELMAN,2796,21000,,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,0,82905,0,17440,17594,,http://utlands.utsystem.edu/API/4247530626,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30626/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261490,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530626/261503,,,00000000,,56524,56286,Ward,18,11,1867  FNL & 1867 FEL,31.613000869750900,-103.254814147949000
25975,4247530632,"UNIVERSITY ""24-18 ""A"" - 1",Salt Water Disposal - Contract,2005,7/14/2005,9/19/2005,,,9/19/2005,SWC,,CHEVRON U. S. A. INC.,BLOCK 18,CHERRY CANYON,2813,18200,,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,0,6,262,6040,6115,,http://utlands.utsystem.edu/API/4247530632,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30632/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530632/261554,0,1054,Ward,18,24,1867  FSL & 1867 FEL,31.632181167602500,-103.279815673828000
25976,4247530632,"UNIVERSITY ""24-18 ""A"" - 1",Salt Water Disposal - Contract,2005,7/14/2005,9/19/2005,,,9/19/2005,SWC,,CHEVRON U. S. A. INC.,BLOCK 18,CHERRY CANYON,2813,18200,,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,0,6,262,6040,6370,,http://utlands.utsystem.edu/API/4247530632,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30632/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530632/261554,0,1054,Ward,18,24,1867  FSL & 1867 FEL,31.632181167602500,-103.279815673828000
25977,4247530632,"UNIVERSITY 24-18 ""A"" - 1",Plugged and Abandoned,1977,5/30/1977,1/9/1978,,,1/9/1978,SWC,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2813,18200,,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,38,28,2,11380,11737,,http://utlands.utsystem.edu/API/4247530632,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30632/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530632/261554,0,1054,Ward,18,24,1867  FSL & 1867 FEL,31.632181167602500,-103.279815673828000
25978,4247530632,UNIVERSITY 24-18 - 1,Plugged and Abandoned,1974,3/30/1974,1/22/1975,93,1287,1/22/1975,SWC,,GETTY OIL CO.,"WAR-WINK, S.",FUSSELMAN,2813,18200,18200,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,0,22580,0,17769,17862,,http://utlands.utsystem.edu/API/4247530632,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30632/,,,,,00000000,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530632/261554,0,1054,Ward,18,24,1867  FSL & 1867 FEL,31.632181167602500,-103.279815673828000
25979,4247530639,"UNIVERSITY ""18-31"" - 1",Plugged and Abandoned,1995,5/25/1995,7/17/1995,,,7/17/1995,PAGO,,BELCO ENERGY CORP.,"QUITO, EAST",CHERRY CANYON,2839,17648,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,3,78,90,6045,6180,,http://utlands.utsystem.edu/API/4247530639,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30639/,,,,,00000000,,,,Ward,18,31,1320  FSL & 1320 FWL,31.564781188964800,-103.297218322753000
25980,4247530639,"UNIVERSITY ""18-31"" - 1",Plugged and Abandoned,1979,8/19/1979,8/26/1979,,,8/26/1979,PAGO,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2839,17648,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,11,0,1,11038,11200,,http://utlands.utsystem.edu/API/4247530639,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30639/,,,,,00000000,,,,Ward,18,31,1320  FSL & 1320 FWL,31.564781188964800,-103.297218322753000
25981,4247530639,"UNIVERSITY ""18-31"" - 1",Plugged and Abandoned,1974,3/11/1974,8/28/1974,,,8/28/1974,PAGO,,GULF OIL CORP.,"QUITO, E.",ATOKA,2839,17648,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,0,11500,0,14300,0,,http://utlands.utsystem.edu/API/4247530639,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30639/,,,,,00000000,,,,Ward,18,31,1320  FSL & 1320 FWL,31.564781188964800,-103.297218322753000
25982,4247530640,"708 A, JV-S PYOTE ""20"" - 6",Producing,1974,7/1/1974,12/20/1974,,,12/20/1974,GAS,,"HALCON OPERATING CO., INC.",R. O. C.,DEVONIAN,2632,12490,,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,173,0,11982,12048,,http://utlands.utsystem.edu/API/4247530640,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30640/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530640/261584,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530640/131006,3/18/1974,,0,421769,Ward,16,20,1000  FSL & 1000 FWL,31.533563613891600,-103.072845458984000
25983,4247530640,"708 A, JV-S PYOTE ""20"" - 6",Producing,1974,7/1/1974,12/20/1974,,,12/20/1974,GAS,,"HALCON OPERATING CO., INC.",R. O. C.,DEVONIAN,2632,12490,,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,0,173,0,11982,12016,,http://utlands.utsystem.edu/API/4247530640,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30640/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530640/261584,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530640/131006,3/18/1974,,0,421769,Ward,16,20,1000  FSL & 1000 FWL,31.533563613891600,-103.072845458984000
25984,4247530645,"University ""18-32-1"" - 1",Plugged and Abandoned,1974,11/28/1974,7/17/1975,,,00000000,DA,,GETTY OIL CO.,WILDCAT,7C,2842,18475,,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,,,,,,,http://utlands.utsystem.edu/API/4247530645,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30645/,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530645/261587,,,00000000,,,,Ward,18,32,830  FSL & 990 FWL,31.577051162719700,-103.302925109863000
25985,4247530646,UNIVERSITY 18-29 GAS UNIT - 1,Plugged and Abandoned,1974,4/3/1974,11/7/1974,,,12/30/1974,GAS,,CHEVRON U. S. A. INC.,"QUITO, EAST",FUSSELMAN,2856,20600,,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,0,322,0,16822,17177,,http://utlands.utsystem.edu/API/4247530646,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30646/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261594,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261612,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261613,9/26/1990,,0,160056,Ward,18,29,1320  FSL & 1320 FWL,31.569211959838800,-103.281074523925000
25986,4247530646,UNIVERSITY 18-29 GAS UNIT - 1,Producing,1991,4/18/1991,6/11/1991,,,6/11/1991,GAS,,OASIS PETROLEUM PERMIAN LLC,"QUITO, E.",ATOKA,2856,20600,,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,0,22177,0,14341,14742,,http://utlands.utsystem.edu/API/4247530646,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30646/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261594,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261612,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530646/261613,9/26/1990,,0,160056,Ward,18,29,1320  FSL & 1320 FWL,31.569211959838800,-103.281074523925000
25987,4247530664,"UNIVERSITY ""23-18 A"" - 1",Producing,1990,3/9/1990,3/11/1990,,,3/11/1990,OIL,,CHEVRON U. S. A. INC.,"WAR-WINK, S.",WOLFCAMP,2823,18138,,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,310,200,36,11326,11384,,http://utlands.utsystem.edu/API/4247530664,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30664/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/261626,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/131052,5/7/1974,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/261630,59255,47917,Ward,18,23,1320  FNL & 1320 FEL,31.624301910400300,-103.275016784667000
25988,4247530664,"UNIVERSITY ""23-18"" - 1",Plugged and Abandoned,1974,5/24/1974,1/24/1975,160,563,1/24/1975,OIL,,TEXACO PRODUCING INC.,"WAR-WINK, S.",FUSSELMAN,2823,18138,18139,Y,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,0,44438,0,17370,17530,,http://utlands.utsystem.edu/API/4247530664,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30664/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/261626,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/131052,5/7/1974,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530664/261630,59255,47917,Ward,18,23,1320  FNL & 1320 FEL,31.624301910400300,-103.275016784667000
25989,4247530682,"UNIVERSITY LANDS ""BB"" - 1",Plugged and Abandoned,1974,10/7/1974,4/17/1975,,,6/3/1975,OIL,,PHILLIPS PETROLEUM COMPANY,WARWINK,WEST ATOKA,2822,20522,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,0,4000,0,17166,17171,,http://utlands.utsystem.edu/API/4247530682,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30682/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530682/131065,10/27/1975,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530682/261638,58741,102095,Ward,18,35,1980  FNL & 1980 FWL,31.625860214233300,-103.317916870117000
25990,4247530682,"UNIVERSITY LANDS ""BB"" - 1",Producing,1975,9/27/1975,2/10/1976,,,2/10/1976,OIL,,CALLON PETROLEUM OPERATING CO,"WAR-WINK, W.",WOLFCAMP,2822,20522,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,431,0,118,11415,11545,,http://utlands.utsystem.edu/API/4247530682,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30682/,,,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530682/131065,10/27/1975,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530682/261638,58741,102095,Ward,18,35,1980  FNL & 1980 FWL,31.625860214233300,-103.317916870117000
25991,4247530686,"UNIV ""FG""-1 -",Plugged and Abandoned,1974,9/14/1974,5/23/1975,,,10/10/1975,NA,,AMOCO OIL COMPANY,"QUITO, E.",ATOKA,2753,20456,,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,0,6259,0,14497,14791,,http://utlands.utsystem.edu/API/4247530686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30686/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261655,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/275791,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261662,1/6/2006,,7704,31542,Ward,18,18,990  FNL & 990 FWL,31.553491592407200,-103.258491516113000
25992,4247530686,"UNIV ""ER""-6 -",Plugged and Abandoned,1979,3/1/1979,3/20/1979,,,6/21/1979,NA,,COTTON PETROLEUM CORP.,WAR-WINK,CHERRY CANYON,2753,20456,,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,25,5,100,6087,6108,,http://utlands.utsystem.edu/API/4247530686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30686/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261655,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/275791,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261662,1/6/2006,,7704,31542,Ward,18,18,990  FNL & 990 FWL,31.553491592407200,-103.258491516113000
25993,4247530686,"UNIV ""ER""-6 -",Plugged and Abandoned,1979,3/1/1979,3/20/1979,,,6/21/1979,NA,,COTTON PETROLEUM CORP.,WAR-WINK,CHERRY CANYON,2753,20456,,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,25,5,100,6149,6158,,http://utlands.utsystem.edu/API/4247530686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30686/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261655,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/275791,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261662,1/6/2006,,7704,31542,Ward,18,18,990  FNL & 990 FWL,31.553491592407200,-103.258491516113000
25994,4247530686,"UNIVERSITY ""18-18"" - 1",Producing,2008,8/19/2008,1/9/2009,,,1/9/2009,NA,,OASIS PETROLEUM PERMIAN LLC,TWO GEORGES,BONE SPRING,2753,11205,,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,5,10,70,11062,11176,,http://utlands.utsystem.edu/API/4247530686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30686/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261655,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/275791,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261662,1/6/2006,,7704,31542,Ward,18,18,990  FNL & 990 FWL,31.553491592407200,-103.258491516113000
25995,4247530686,"UNIVERSITY ""18-18""  - 1",Plugged and Abandoned,2005,10/18/2005,11/17/2005,,,11/17/2005,NA,,WTG EXPLORATION,POQUITO,DELAWARE,2753,5775,,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,6,0,108,5064,5150,,http://utlands.utsystem.edu/API/4247530686,,ftp://publicftp.utlands.utsystem.edu/ScannedLogs/475_Ward/30686/,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261655,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/275791,,http://www.utlands.utsystem.edu/WellLibrary/WellDocument/4247530686/261662,1/6/2006,,7704,31542,Ward,18,18,990  FNL & 990 FWL,31.553491592407200,-103.258491516113000
